คนจนคนจร,ชาตรี ศรีชล,
คนจนไม่ดีเด่น,ชาตรี ศรีชล,
คนบ้ารัก,ชาตรี ศรีชล,
งามงอน,ชาตรี ศรีชล,
แจ่มของคนจน,ชาตรี ศรีชล,
ใจจะขาด,ชาตรี ศรีชล,
โฉมนาง,ชาตรี ศรีชล,
ชวนเพื่อนชาย,ชาตรี ศรีชล,
ช้ำรักจากเมืองชล,ชาตรี ศรีชล,
ซมซาน,ชาตรี ศรีชล,ส.
ดู๋ดี๋-สูสี,ชาตรี ศรีชล,
ตะราง,ชาตรี ศรีชล,
ทหารห่วงเมีย,ชาตรี ศรีชล,
แทงหวย,ชาตรี ศรีชล,
นางลืมทะเล,ชาตรี ศรีชล,ส.
บัวหลวง,ชาตรี ศรีชล,
บ้ารัก,ชาตรี ศรีชล,
ไปเอาเหล้ามา,ชาตรี ศรีชล,
ผลกรรม,ชาตรี ศรีชล,
ฝันทุกคืน,ชาตรี ศรีชล,
เพื่อนเราเผาเรือน,ชาตรี ศรีชล,
แฟนมีแฟนใหม่,ชาตรี ศรีชล,
แฟนใหม่หายเมา,ชาตรี ศรีชล,
มะลิไกลมะลัยซัง,ชาตรี ศรีชล,
เมฆบังฟ้า,ชาตรี ศรีชล,
เมียผมสวย,ชาตรี ศรีชล,
เมียห่วงทหาร,ชาตรี ศรีชล,
ยิ้มเสมอ,ชาตรี ศรีชล,
รอไม่ไหว,ชาตรี ศรีชล,
รักเก่าเขาลืม,ชาตรี ศรีชล,
รักฝังใจ,ชาตรี ศรีชล,
รักโลกแตก,ชาตรี ศรีชล,
รักหน่อยนะ,ชาตรี ศรีชล,
รักหรือเปล่า,ชาตรี ศรีชล,
ลมว่าว,ชาตรี ศรีชล,
วอนแฟน,ชาตรี ศรีชล,
วอนแฟนเพลง,ชาตรี ศรีชล,
สมัครรักมักไม่จริง,ชาตรี ศรีชล,
สมัครรักสมัครแฟน,ชาตรี ศรีชล,
สวย,ชาตรี ศรีชล,
สวยคนเดียว,ชาตรี ศรีชล,
สั่งฟ้า,ชาตรี ศรีชล,
สั่งเมีย,ชาตรี ศรีชล,
สาวผักไห่,ชาตรี ศรีชล,ส.
สาวผักไห่ครวญ,ชาตรี ศรีชล,
สาวอาปาเช่,ชาตรี ศรีชล,
สาวอุตรดิตถ์,ชาตรี ศรีชล,
สุราอันว่าเหล้า,ชาตรี ศรีชล,
หญิงหมดเยื่อใย,ชาตรี ศรีชล,
หมดลมหมดเรื่อง,ชาตรี ศรีชล,
หมดหนทาง,ชาตรี ศรีชล,
หลังคาแดง,ชาตรี ศรีชล,
หึงแฟน,ชาตรี ศรีชล,
อยากกินรัก,ชาตรี ศรีชล,
อ่วมอรทัย,ชาตรี ศรีชล,
ออกพรรษา,ชาตรี ศรีชล,
อิ่มเมา,ชาตรี ศรีชล,
ปูไข่ไก่หลง,ชายธง ทรงพล,
ผัวเผลอมีชู้,ชายธง ทรงพล,
จ้ำม่ำ,ชาย เมืองสิงห์,
แจ่มจริงแม่คุณ,ชาย เมืองสิงห์,
ตำรวจครับ,ชาย เมืองสิงห์,
ทำบุญร่วมชาติ,ชาย เมืองสิงห์,
พี่ไปหลายวัน,ชาย เมืองสิงห์,
สถานีรวมรัก,ชาย เมืองสิงห์,ส.
คอยเธอที่โตเกียว,ชูศรี ทองแย้ม,
ว่าอ้ายบ่เคยฮัก,แช็ค ชุมแพ x รวมศิลปิน Big Love,
น้ำตาไม่มีเสียง,แชร์,
พรุ่งนี้,แชร์,
มาทางไหน กลับไปทางนั้น,แชร์,
ยังเอา,แชร์,
รอจนกว่า,แชร์,
หนึ่งในตําบล,โชคชัย โชคอนันต์,
กระท่อมไพรวัลย์,ไชย์ กังวาน,
กลิ่นโคลนสาบควาย,ไชย์ กังวาน,
กิ่งฟ้า,ไชย์ กังวาน,
ขวัญใจคนจน,ไชย์ กังวาน,
ขวัญใจคนจน,ไชย์ กังวาน,
คนจะรักกัน,ไชย์ กังวาน,
คนล้มอย่าข้าม,ไชย์ กังวาน,
คอย,ไชย์ กังวาน,
ค่าน้ำนม,ไชย์ กังวาน,
คืนนั้น,ไชย์ กังวาน,
เงือกน้อยในธารา,ไชย์ กังวาน,
จอมนางบนกลางใจ,ไชย์ กังวาน,
ช่อทิพย์รวงทอง,ไชย์ กังวาน,
ชายไร้โบสถ์,ไชย์ กังวาน,
เชียงรายรำลึก,ไชย์ กังวาน,
เซียมซีเสี่ยงรัก,ไชย์ กังวาน,
ดวงใจในฝัน,ไชย์ กังวาน,
ดอกแก้ว,ไชย์ กังวาน,
ดอกหญ้า,ไชย์ กังวาน,
แดนมธุรส,ไชย์ กังวาน,
ตารางดวงใจ,ไชย์ กังวาน,
ท่าฉลอม,ไชย์ กังวาน,
เท่านี้ก็ตรม,ไชย์ กังวาน,
เท่านี้ก็ตรม,ไชย์ กังวาน,
